ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
1a95474f-7c41-45ef-8e92-ca01848f294f, e0c3bf03-f4f8-414c-a4c8-bd1c0772905e, [postgres. 1], 207017, 0, 2, 5, 204685, 0, "SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department"" AS ""Department"""
bfe46a8e-b9d0-4245-b971-af5dbef43eaa, 64a0a352-d123-4114-9e23-7fc4d679bb61, [mariadb. 1], 184437, 0, 184, 170, 134, 0, "SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department`"
