ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
13e95a49-3890-45fd-afe4-c4eac2a5a540, _104_orm_1m, [oracle. 10], 23653, 3256, , , NaN, NaN, "[object Object]"
