ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
59addc41-d459-4b7e-bbb8-2d15631df81d, _104_orm_100k, [mariadb. 10], 1016, 37, , , NaN, NaN, "[object Object]"
