ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
9d44fc3e-7602-4ad0-bb25-03d1eabaeb28, _102_orm_100k, [mariadb. 5], 16070, 1948, , , NaN, NaN, "[object Object]"
