ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
76a2849f-04a3-41fd-9212-687076fc738b, _104_orm_1m, [mssql. 5], 345559, 12838, , , NaN, NaN, "[object Object]"
