ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
f6ecbfda-3180-447e-8308-2b89fb355ffc, _103_raw_1m, [mysql. 3], 90203, 3315, 90, 41, 137, 10, "SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` WHERE (`Department`.`deletedAt` IS NULL)"
