ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
1d9b2633-e2eb-4618-ad66-77882e5baf4f, _101_orm_100k, [postgres. 5], 17544, 2112, , , NaN, NaN, "[object Object]"
