ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
c2112624-3889-44fc-8c50-293c52df42e9, _103_raw_1m, [mariadb. 3], 102375, 2393, 102, 46, 130, 0, "SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` WHERE (`Department`.`deletedAt` IS NULL)"
