ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
2175d80a-21eb-49bb-a21f-1de041cb71f0, _104_orm_1m, [oracle. 5], 1396033, 8232, , , NaN, NaN, "[object Object]"
