ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
477093cf-effa-4e4d-bd3b-bd4cecd18a5a, _104_orm_100k, [mssql. 5], 38003, 1129, , , NaN, NaN, "[object Object]"
